CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	AAC76298.1|FEATURES|AcrF|multidrug|AcrF	99.6	1034	4	0	3105	4	1	1034	0.0e+00	1937.9
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	ZP_02684554|FEATURES|acrB|multidrug|acrB	89.1	1032	112	0	3105	10	1	1032	0.0e+00	1751.9
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	ZP_02346647|FEATURES|acrB|multidrug|acrB	89.1	1032	112	0	3105	10	1	1032	0.0e+00	1751.9
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	ZP_03222019|FEATURES|acrB|multidrug|acrB	89.1	1032	113	0	3105	10	1	1032	0.0e+00	1750.7
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	gi:447196041:ref:WP_001273297.1:|FEATURES|acrB|multidrug|acrB	89.1	1032	112	0	3105	10	1	1032	0.0e+00	1750.7
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	gi:493954677:ref:WP_006898419.1:|FEATURES|acrB|multidrug|acrB	89.1	1032	113	0	3105	10	1	1032	0.0e+00	1750.3
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	gi:493959393:ref:WP_006902972.1:|FEATURES|acrB|multidrug|acrB	89.1	1032	113	0	3105	10	1	1032	0.0e+00	1749.9
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	gi:554955390:ref:WP_023200713.1:|FEATURES|acrB|multidrug|acrB	89.1	1032	113	0	3105	10	1	1032	0.0e+00	1749.6
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	gi:554277680:gb:ESH13448.1:|FEATURES|acrB|multidrug|acrB	88.9	1028	114	0	3093	10	18	1045	0.0e+00	1740.3
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	CP000647.1.gene3710.p01|FEATURES|acrF|multidrug|acrF	86.7	1032	136	1	3105	10	1	1031	0.0e+00	1711.4
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	gi:503341948:ref:WP_013576609.1:|FEATURES|acrB|multidrug|acrB	79.4	1032	213	0	3105	10	1	1032	0.0e+00	1577.8
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	gi:780021998:ref:WP_045440626.1:|FEATURES|acrB|multidrug|acrB	79.2	1033	214	1	3105	10	1	1033	0.0e+00	1568.9
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	ZP_04612532|FEATURES|acrB|multidrug|acrB	79.1	1032	216	0	3105	10	1	1032	0.0e+00	1567.0
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	gi:554682892:ref:WP_023182822.1:|FEATURES|acrB|multidrug|acrB	79.0	1033	216	1	3105	10	1	1033	0.0e+00	1567.0
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	ZP_04615616|FEATURES|acrB|multidrug|acrB	79.6	1032	211	0	3105	10	1	1032	0.0e+00	1567.0
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	CAL13137|FEATURES|acrB|multidrug|acrB	79.2	1032	215	0	3105	10	1	1032	0.0e+00	1565.4
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	ZP_02902384|FEATURES|acrB|multidrug|acrB	78.8	1033	218	1	3105	10	1	1033	0.0e+00	1563.9
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	gi:754968546:ref:WP_042324453.1:|FEATURES|acrB|multidrug|acrB	78.9	1033	217	1	3105	10	1	1033	0.0e+00	1563.5
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	YP_001871463|FEATURES|acrB|multidrug|acrB	78.5	1032	222	0	3105	10	1	1032	0.0e+00	1562.7
CGT1009_Node_2_Prodigal_v2.6.3_CDS_5514_8618	YP_001721930|FEATURES|acrB|multidrug|acrB	78.5	1032	222	0	3105	10	1	1032	0.0e+00	1562.7
